Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
3,COLON,41A,SALDAN,JARDIN NOGAL HISTORICO,25 DE MAYO 109,SALDAN,Córdoba,Argentina,676,"25 DE MAYO 109, SALDAN, Córdoba, Argentina",-31.2316838,-64.31953,"25 de Mayo 109, X5109EBC Unquillo, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,282,BRINKMANN,ESC 25 DE MAYO,25 DE MAYO 975 ,BRINKMANN,Córdoba,Argentina,3390,"25 DE MAYO 975 , BRINKMANN, Córdoba, Argentina",-30.8657827,-62.0384955,"25 de Mayo, Brinkmann, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI,25 DE MAYO 135,OLAETA,Córdoba,Argentina,644,"25 DE MAYO 135, OLAETA, Córdoba, Argentina",-33.0452647,-63.9054956,"25 de Mayo, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,288,EL ARAÑADO,ESC PROV CHACABUCO,25 DE MAYO 381,EL ARAÑADO,Córdoba,Argentina,1965,"25 DE MAYO 381, EL ARAÑADO, Córdoba, Argentina",-31.7426057,-62.8914836,"25 de Mayo, El Arañado, Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,340,HERNANDO,COLEGIO DIVINO CORAZON,25 DE MAYO 100,HERNANDO,Córdoba,Argentina,1705,"25 DE MAYO 100, HERNANDO, Córdoba, Argentina",-32.434439,-63.7223242,"25 de Mayo, Hernando, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11F,LOS ROBLES,IPEM 205 HUGO PALLADINO,27 DE ABRIL 5.330,Córdoba,Córdoba,Argentina,4010,"27 DE ABRIL 5.330, Córdoba, Córdoba, Argentina",-31.4171006,-64.1845457,"27 de Abril 5, X5000AEA Córdoba, Argentina",Partial Match,Google
26,UNION,396,POSSE,INSTITUTO SAN JOSE,9 DE JULIO Y COLON,POSSE,Córdoba,Argentina,1705,"9 DE JULIO Y COLON, POSSE, Córdoba, Argentina",-32.8844233,-62.6708793,"9 de Julio & Colón, Justiniano Posse, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,153,LA CUMBRE,INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564,LA CUMBRE,Córdoba,Argentina,2680,"9 DE JULIO 564, LA CUMBRE, Córdoba, Argentina",-30.9837951,-64.4882278,"9 De Julio 564, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,279,ARROYITO,CERVELLON/NTRA S DE LA MERCED,9 DE JULIO 465,ARROYITO,Córdoba,Argentina,3051,"9 DE JULIO 465, ARROYITO, Córdoba, Argentina",-31.419227,-63.049049,"9 de Julio, Arroyito, Córdoba, Argentina",Partial Match,Google
26,UNION,387,IDIAZABAL,ESC P ALBARRACIN DE SARMIENTO,9 DE JULIO 551,IDIAZABAL,Córdoba,Argentina,1470,"9 DE JULIO 551, IDIAZABAL, Córdoba, Argentina",-32.8129725,-63.0331325,"9 de Julio, Idiazabal, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,112,LA CARLOTA,INST.NTA.M.DE LAS MERCEDES,9 DE JULIO 271,LA CARLOTA,Córdoba,Argentina,2744,"9 DE JULIO 271, LA CARLOTA, Córdoba, Argentina",-33.4230148,-63.3010989,"9 de Julio, La Carlota, Córdoba, Argentina",Partial Match,Google
26,UNION,391,MONTE MAIZ,INSTITUTO SAGRADO CORAZON,9 DE JULIO 2.250,MONTE MAIZ,Córdoba,Argentina,4290,"9 DE JULIO 2.250, MONTE MAIZ, Córdoba, Argentina",-33.2047295,-62.6012868,"9 de Julio, Monte Maiz, Córdoba, Argentina",Partial Match,Google
26,UNION,392,MORRISON,ESC PROV LEOPOLDO LUGONES,MORRISON,MORRISON,Córdoba,Argentina,1989,"MORRISON, MORRISON, Córdoba, Argentina",-32.5602077,-62.8186177,"A Morrison, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC ALMAFUERTE,CHANETON 390,Córdoba,Córdoba,Argentina,2373,"CHANETON 390, Córdoba, Córdoba, Argentina",-31.4472564,-64.1925266,"Abel Chaneton 390, X5016BMB Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS,ALEJANDRO,ALEJANDRO,Córdoba,Argentina,2352,"ALEJANDRO, ALEJANDRO, Córdoba, Argentina",-33.3142017,-63.7095552,"Acceso a Alejandro Roca, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,53A,LOS LEONES,ESC. R.S. DE CALDELARI,LOS LEONES,LOS LEONES,Córdoba,Argentina,56,"LOS LEONES, LOS LEONES, Córdoba, Argentina",-32.6525185,-62.2948349,"Acceso a Leones, Leones, Córdoba, Argentina",Partial Match,Google
3,COLON,31A,AGUA DE ORO,ESC.PROV.V.MERCANTE,AGUA DE ORO,AGUA DE ORO,Córdoba,Argentina,1269,"AGUA DE ORO, AGUA DE ORO, Córdoba, Argentina",-31.0769751,-64.3032451,"Agua de Oro, El Manzano, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5A,COLONIA LOLA,ELENA LOPEZ LALLANA,AGUSTIN GARZON 5.600,Córdoba,Córdoba,Argentina,3234,"AGUSTIN GARZON 5.600, Córdoba, Córdoba, Argentina",-31.4240175,-64.1669497,"Agustín Garzón 600, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5C,EMPALME,ELENA LOPEZ LALLANA,AGUSTÍN GARZON 5.636,Córdoba,Córdoba,Argentina,1695,"AGUSTÍN GARZON 5.636, Córdoba, Córdoba, Argentina",-31.4240175,-64.1669497,"Agustín Garzón 636, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9C,LOS PARAISOS,ESC JUVENILIA,ZARATE 2083,Córdoba,Córdoba,Argentina,2380,"ZARATE 2083, Córdoba, Córdoba, Argentina",-31.3758963,-64.2015169,"Agustín Zárate 2083, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,153,LA CUMBRE,ESC JOSEFA MARIA BUSTOS,ALBERDI 277,LA CUMBRE,Córdoba,Argentina,2345,"ALBERDI 277, LA CUMBRE, Córdoba, Argentina",-30.9822291,-64.4907483,"Alberdi 277, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11E,LOS PLATANOS,ESC A CAPDEVILA,ALBERTO WILLIAMS ESQ.LOS PLATANOS,Córdoba,Córdoba,Argentina,2394,"ALBERTO WILLIAMS ESQ.LOS PLATANOS, Córdoba, Córdoba, Argentina",-31.4280264,-64.2322857,"Alberto Williams & Av. los Platanos, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13G,PARQUE LICEO,ESC RICARDO ROJAS,STORNI Y MONTALVO,Córdoba,Córdoba,Argentina,4760,"STORNI Y MONTALVO, Córdoba, Córdoba, Argentina",-31.3544883,-64.1640298,"Alfonsina Storni & Juan Montalvo, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13G,PARQUE LICEO,ESC MUNIC GDOR A ZANICHELLI,STORNI S/N,Córdoba,Córdoba,Argentina,2373,"STORNI S/N, Córdoba, Córdoba, Argentina",-31.3550687,-64.1632139,"Alfonsina Storni, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11G,PARQUE REPUBLICA,JARDIN TTE. AVILA,ALTO ALEGRE 1.050,Córdoba,Córdoba,Argentina,682,"ALTO ALEGRE 1.050, Córdoba, Córdoba, Argentina",-31.4204411,-64.2638465,"Alto Alegre, Córdoba, Argentina",Partial Match,Google
17,ROQUE SAENZ PEÑA,249,LA CESIRA,ESC VICTORIANO RODRIGUEZ,ALVEAR 220,LA CESIRA,Córdoba,Argentina,1399,"ALVEAR 220, LA CESIRA, Córdoba, Argentina",-33.9519688,-62.9775229,"Alvear, La Cesira, Córdoba, Argentina",Partial Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA,SANTA ROSA ESQ. AMADEO SABATTINI,DEAN FUNES,Córdoba,Argentina,1695,"SANTA ROSA ESQ. AMADEO SABATTINI, DEAN FUNES, Córdoba, Argentina",-30.4130476,-64.3482794,"Amadeo Sabatini & Santa Rosa, Dean Funes, Córdoba, Argentina",Partial Match,Google
2,CALAMUCHITA,24,RUMIPAL,ESC PROV PRIMERA JUNTA,AMADEO SABATTINI 143,RUMIPAL,Córdoba,Argentina,2439,"AMADEO SABATTINI 143, RUMIPAL, Córdoba, Argentina",-32.1887262,-64.4734093,"Amadeo Sabatini 143, Villa Rumipal, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8B,PUEYRREDON,INST OBISPO CAIXAL,ANA M JANER 1250,Córdoba,Córdoba,Argentina,2752,"ANA M JANER 1250, Córdoba, Córdoba, Argentina",-31.4012407,-64.1645954,"Ana María Janer 1250, X5004BSH Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8B,PUEYRREDON,ESC DEAN FUNES,ANA M JANER 1551,Córdoba,Córdoba,Argentina,3439,"ANA M JANER 1551, Córdoba, Córdoba, Argentina",-31.398546,-64.1657587,"Ana María Janer 1551, X5004BSM Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,315,VIGNAUD,COL MARIA AUXILIADORA,ANA PASSADORE 611,VIGNAUD,Córdoba,Argentina,645,"ANA PASSADORE 611, VIGNAUD, Córdoba, Argentina",-30.8410129,-61.9568839,"Ana Passadore, Col. Vignaud, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7B,ALTA CORDOBA,INST CORAZON DE MARIA,A DEL VISO 445,Córdoba,Córdoba,Argentina,4802,"A DEL VISO 445, Córdoba, Córdoba, Argentina",-31.3946469,-64.1815479,"Antonio del Viso 445, X5001AHI Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8A,PALMAR,ESC EMILIO E SANCHEZ,ANTONIO MACHONI 1700,Córdoba,Córdoba,Argentina,3931,"ANTONIO MACHONI 1700, Córdoba, Córdoba, Argentina",-31.3890341,-64.1188434,"Antonio Machoni 1700, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.N.V.MERCANTE,SOBRAL 378,VILLA MARIA,Córdoba,Argentina,10337,"SOBRAL 378, VILLA MARIA, Córdoba, Argentina",-32.4157821,-63.2418562,"Antonio Sobral 378, Villa María, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,74,ARROYO CABRAL,INST. SEC. COM. SAN JOSE,ARROYO CABRAL,ARROYO CABRAL,Córdoba,Argentina,1606,"ARROYO CABRAL, ARROYO CABRAL, Córdoba, Argentina",-32.4896098,-63.4015359,"Arroyo Cabral, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3.345,Córdoba,Córdoba,Argentina,2736,"ASTURIAS 3.345, Córdoba, Córdoba, Argentina",-31.4353736,-64.1479093,"Asturias, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,INST BERNARDO D'ELIA,ASUNCION 440,VILLA CARLOS PAZ,Córdoba,Argentina,5168,"ASUNCION 440, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4194642,-64.5123945,"Asunción 440, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12E,FERREYRA,ESC REPUBLICA DE COSTA RICA,RUTA 9 KM 8 1/2,Córdoba,Córdoba,Argentina,1705,"RUTA 9 KM 8 1/2, Córdoba, Córdoba, Argentina",-31.4001294,-64.1820561,"Av Roque Sáenz Peña 1447, Alta Córdoba, X5000JFK Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13B,EL GATEADO,ESC FLORENCIO SANCHEZ,RUTA 111 KM 12,Córdoba,Córdoba,Argentina,146,"RUTA 111 KM 12, Córdoba, Córdoba, Argentina",-31.4001294,-64.1820561,"Av Roque Sáenz Peña 1447, Alta Córdoba, X5000JFK Córdoba, Argentina",Partial Match,Google
1,CAPITAL,6F,YAPEYU,ESC R GÜIRALDES,24 DE SETIEMBRE 2400,Córdoba,Córdoba,Argentina,4128,"24 DE SETIEMBRE 2400, Córdoba, Córdoba, Argentina",-31.4101876,-64.1522517,"Av. 24 de Septiembre 2400, X5004FUJ Córdoba, Argentina",Partial Match,Google
3,COLON,38,SALSIPUEDES,INST SECUNDARIO SALSIPUEDES,AV BELGRANO 178,SALSIPUEDES,Córdoba,Argentina,2688,"AV BELGRANO 178, SALSIPUEDES, Córdoba, Argentina",-31.1374163,-64.2951804,"Av. Belgrano 178, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,308,SACANTA,INST MANUEL BELGRANO,BELGRANO 960,SACANTA,Córdoba,Argentina,1308,"BELGRANO 960, SACANTA, Córdoba, Argentina",-31.6630725,-63.0425602,"Av. Belgrano 960, X5186HDS Alta Gracia, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,270,LAS ROSAS,INST. VILLA DE LAS ROSAS,AV BELGRANO 350,LAS ROSAS,Córdoba,Argentina,1340,"AV BELGRANO 350, LAS ROSAS, Córdoba, Argentina",-31.9502534,-65.0540615,"Av. Belgrano Sur 350, Las Rosas, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9F,SAN MARTIN,INST INMACULADA CONCEPCION,CASTRO BARROS 1316,Córdoba,Córdoba,Argentina,5749,"CASTRO BARROS 1316, Córdoba, Córdoba, Argentina",-31.3935378,-64.2023818,"Av. Castro Barros 1316, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9E,PROVIDENCIA,ESC PTE HIPOLITO YRIGOYEN,CASTRO BARROS 802,Córdoba,Córdoba,Argentina,4903,"CASTRO BARROS 802, Córdoba, Córdoba, Argentina",-31.3979163,-64.1987183,"Av. Castro Barros 802, X5000HTV Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4,NUEVA CORDOBA,FAC DE CIENCIAS ECONOMICAS,AV VALPARAISO CDAD UNIVERSITARIA,Córdoba,Córdoba,Argentina,5495,"AV VALPARAISO CDAD UNIVERSITARIA, Córdoba, Córdoba, Argentina",-31.4374039,-64.1864303,"Av. Cd. de Valparaiso 1627, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4,NUEVA CORDOBA,ESC GDOR ALVAREZ,C ARENAL 699,Córdoba,Córdoba,Argentina,3784,"C ARENAL 699, Córdoba, Córdoba, Argentina",-31.4343488,-64.1786462,"Av. Concepción Arenal 699, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,127,GUATIMOZIN,ESC DALMACIO VELEZ SARSFIELD,AV CORDOBA 324,GUATIMOZIN,Córdoba,Argentina,2147,"AV CORDOBA 324, GUATIMOZIN, Córdoba, Argentina",-33.4646671,-62.4390405,"Av. Córdoba, Guatimozin, Córdoba, Argentina",Partial Match,Google
2,CALAMUCHITA,19,LOS CONDORES,COLEGIO SAGRADO CORAZON,AV DON BOSCO 101,LOS CONDORES,Córdoba,Argentina,1258,"AV DON BOSCO 101, LOS CONDORES, Córdoba, Argentina",-32.3199529,-64.2784959,"Av. Don Bosco, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13K,VILLA ESQUIU,DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,Córdoba,Córdoba,Argentina,2110,"CAPDEVILLA KM 9 1/2, Córdoba, Córdoba, Argentina",-31.3803877,-64.1760676,"Av. Dr. Arturo Capdevila 2, X5001DJN Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11C,LAS PALMAS,IPEM MARCELA B. MOYANO COUDERT,DUARTE QUIROS 3.915,Córdoba,Córdoba,Argentina,1720,"DUARTE QUIROS 3.915, Córdoba, Córdoba, Argentina",-31.4193955,-64.1855919,"Av. Duarte Quirós 3, X5022 Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11C,LAS PALMAS,ESC MANUEL E PIZARRO,DUARTE QUIROS 4725,Córdoba,Córdoba,Argentina,4817,"DUARTE QUIROS 4725, Córdoba, Córdoba, Argentina",-31.399897,-64.2427433,"Av. Duarte Quirós 4725, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,120,ARIAS,ESC.R.ESCALADA DE SAN MARTIN,AV. ESPAÑA 799,ARIAS,Córdoba,Argentina,3440,"AV. ESPAÑA 799, ARIAS, Córdoba, Argentina",-33.6405405,-62.4020043,"Av. España, Arias, Córdoba, Argentina",Partial Match,Google
26,UNION,375,BELL VILLE,ESC.SUPERIOR DE COMERCIO,F.MOLINA 69,BELL VILLE,Córdoba,Argentina,4816,"F.MOLINA 69, BELL VILLE, Córdoba, Argentina",-32.6277476,-62.6928968,"Av. Faustino Molina 69, X2550GBA Bell Ville, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14D,CERRO DE LAS ROSAS,ESC INGENIERO VICTOR REE,FDO FADER 3821,Córdoba,Córdoba,Argentina,3099,"FDO FADER 3821, Córdoba, Córdoba, Argentina",-31.3767978,-64.2296662,"Av. Fernando Fader 3821, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10H,PARQUE CAPITAL,ESC GDOR EMILIO OLMOS,AV FUERZA AEREA,Córdoba,Córdoba,Argentina,3409,"AV FUERZA AEREA, Córdoba, Córdoba, Argentina",-31.4328311,-64.2504644,"Av. Fuerza Aerea Argentina, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,6,ALTO GRAL PAZ,ESC TENIENTE GRAL ARAMBURU,GARIBALDI 710,Córdoba,Córdoba,Argentina,2988,"GARIBALDI 710, Córdoba, Córdoba, Argentina",-31.4240403,-62.0768382,"Av. Garibaldi 710, San Francisco, Córdoba, Argentina",Partial Match,Google
3,COLON,41,VILLA ALLENDE,ESC.PROV. J.DE SAN MARTIN,GOYCOECHEA 150,VILLA ALLENDE,Córdoba,Argentina,4485,"GOYCOECHEA 150, VILLA ALLENDE, Córdoba, Argentina",-31.2952681,-64.297252,"Av. Goycoechea 150, Villa Allende, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,6D,JUNIORS,ESC BRIGADIER C SAAVEDRA,ARENALES Y LA PLATA,Córdoba,Córdoba,Argentina,3685,"ARENALES Y LA PLATA, Córdoba, Córdoba, Argentina",-31.4207593,-64.1697952,"Av. Gral. Alvarez de Arenales & La Plata, Córdoba, Argentina",Partial Match,Google
3,COLON,31A,AGUA DE ORO,INST SECUNDARIO AGUA DE ORO,AV BELGRANO S/N,AGUA DE ORO,Córdoba,Argentina,951,"AV BELGRANO S/N, AGUA DE ORO, Córdoba, Argentina",-31.0586645,-64.2932602,"Av. Gral. Belgrano, Agua de Oro, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,2,SECCIONAL SEGUNDA,ESC JUAN BAUTISTA ALBERDI,GRAL PAZ 486,Córdoba,Córdoba,Argentina,5693,"GRAL PAZ 486, Córdoba, Córdoba, Argentina",-31.4097177,-64.1844183,"Av. Gral. Paz 486, X5022 Córdoba, Argentina",Partial Match,Google
26,UNION,385,ESCALANTE,ESC.M.C.G.DE MATOCCIA,ITALIA 1.320,ESCALANTE,Córdoba,Argentina,1367,"ITALIA 1.320, ESCALANTE, Córdoba, Argentina",-33.1719702,-62.7707281,"Av. Italia, Wenceslao Escalante, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13L,VILLA GRAN PARQUE,ESC JORGE WASHINGTON ABALOS,CNO J MARIA KM 8 1/2,Córdoba,Córdoba,Argentina,420,"CNO J MARIA KM 8 1/2, Córdoba, Córdoba, Argentina",-31.427369,-64.1888232,"Av. J. M. de Pueyrredón 1, X5000BRA Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,188,RIO CUARTO,INST SAN BUENAVENTURA,SAN MARTIN 250,RIO CUARTO,Córdoba,Argentina,4140,"SAN MARTIN 250, RIO CUARTO, Córdoba, Argentina",-33.1227227,-64.3507804,"Av. Ldor. Gral. San Martin 250, Río Cuarto, Córdoba, Argentina",Partial Match,Google
3,COLON,40,UNQUILLO,I.P.E.M. N° 23,SPILIMBERGO 869,UNQUILLO,Córdoba,Argentina,2760,"SPILIMBERGO 869, UNQUILLO, Córdoba, Argentina",-31.2319652,-64.3149459,"Av. Lino E. Spilimbergo 869, X5109AUO Unquillo, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11L,COUNTRYS DEL OESTE,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Córdoba,Córdoba,Argentina,2576,"LOS ALAMOS 1111, Córdoba, Córdoba, Argentina",-31.3496772,-64.3104833,"Av. los Alamos 1111, Córdoba, Argentina",Partial Match,Google
3,COLON,40A,MENDIOLAZA,ESC.PROV. D.F.SARMIENTO,MALVINAS ARGENTINAS Y SARMIENTO,MENDIOLAZA,Córdoba,Argentina,3773,"MALVINAS ARGENTINAS Y SARMIENTO, MENDIOLAZA, Córdoba, Argentina",-31.2670234,-64.3031915,"Av. Malvinas Argentinas & Sarmiento, Mendiolaza, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESCUELA J.MARMOL,NAC. UNIDAS 385,VILLA MARIA,Córdoba,Argentina,3450,"NAC. UNIDAS 385, VILLA MARIA, Córdoba, Argentina",-32.4129989,-63.2534383,"Av. Naciones Unidas 385, Villa María, Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,218,RIO PRIMERO,EX-ESCUELA N°279,PABLO ROBERT 182,RIO PRIMERO,Córdoba,Argentina,2660,"PABLO ROBERT 182, RIO PRIMERO, Córdoba, Argentina",-31.3340287,-63.6203648,"Av. Pablo Robert, Río Primero, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.E. BAVIO,PELLEGRINI 180,CRUZ DEL EJE,Córdoba,Argentina,4459,"PELLEGRINI 180, CRUZ DEL EJE, Córdoba, Argentina",-30.7263053,-64.8067782,"Av. Pellegrini 180, Cruz del Eje, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,IPEM 273 M. BELGRANO,PELLEGRINI 445,CRUZ DEL EJE,Córdoba,Argentina,4446,"PELLEGRINI 445, CRUZ DEL EJE, Córdoba, Argentina",-30.7242647,-64.8090181,"Av. Pellegrini 445, Cruz del Eje, Córdoba, Argentina",Partial Match,Google
3,COLON,30,COLONIA TIROLESA,IPET 83 RENE FAVALORO,ARTURO ILLIA 505,COLONIA TIROLESA,Córdoba,Argentina,2991,"ARTURO ILLIA 505, COLONIA TIROLESA, Córdoba, Argentina",-31.2440242,-64.0669519,"Av. Pres. Arturo Illia Sur 505, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14,ARGUELLO,COLEGIO LA SALLE,AV MARTINOLI 3950,Córdoba,Córdoba,Argentina,4662,"AV MARTINOLI 3950, Córdoba, Córdoba, Argentina",-31.356663,-64.2435488,"Av. Recta Martinoli 3950, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14,ARGUELLO,COLEGIO DEL CARMEN,RECTA MARTINOLI,Córdoba,Córdoba,Argentina,1994,"RECTA MARTINOLI, Córdoba, Córdoba, Argentina",-31.34772,-64.2654278,"Av. Recta Martinoli, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7D,COFICO,ESC PTE SARMIENTO,R SAENZ PEÑA 1212,Córdoba,Córdoba,Argentina,3729,"R SAENZ PEÑA 1212, Córdoba, Córdoba, Argentina",-31.4027394,-64.1829338,"Av. Roque Sáenz Peña 1212, X5000JFH Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10F,MATIENZO,COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600,Córdoba,Córdoba,Argentina,4380,"VARELA ORTIZ 2600, Córdoba, Córdoba, Argentina",-31.438944,-64.237669,"Av. Rufino Varela Ortiz 2600, 5003 Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,COSQUIN,Córdoba,Argentina,4420,"SAN MARTIN Y SARMIENTO S/N, COSQUIN, Córdoba, Argentina",-31.2431036,-64.4657811,"Av. San Martin & Sarmiento, Cosquín, Córdoba, Argentina",Partial Match,Google
3,COLON,41,VILLA ALLENDE,INSTITUTO NTA.SRA. DE LUJAN,AV.SAN MARTIN 1.070,VILLA ALLENDE,Córdoba,Argentina,3440,"AV.SAN MARTIN 1.070, VILLA ALLENDE, Córdoba, Argentina",-31.3148836,-64.3123881,"Av. San Martín 1, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC CARLOS NICANDRO PAZ,SAN MARTIN 255,VILLA CARLOS PAZ,Córdoba,Argentina,5865,"SAN MARTIN 255, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4198097,-64.497375,"Av. San Martín 255, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,268,DOLORES,ESC.NORMAL SARSFIELD,AV.S.MARTIN 271,DOLORES,Córdoba,Argentina,5175,"AV.S.MARTIN 271, DOLORES, Córdoba, Argentina",-31.9487914,-65.1879568,"Av. San Martín 271, Villa Dolores, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394,COSQUIN,Córdoba,Argentina,2720,"SAN MARTIN 394, COSQUIN, Córdoba, Argentina",-31.2369515,-64.4641736,"Av. San Martin 394, Cosquín, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,147,BIALET MASSE,INST SERVILIANO DIAZ,SAN MARTIN 675,BIALET MASSE,Córdoba,Argentina,1635,"SAN MARTIN 675, BIALET MASSE, Córdoba, Argentina",-31.417074,-64.4916012,"Av. San Martín 675, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
5,GENERAL ROCA,59,BUCHARDO,ESC PROV JOSE MARIA PAZ,AV MANNY S/N,BUCHARDO,Córdoba,Argentina,1803,"AV MANNY S/N, BUCHARDO, Córdoba, Argentina",-34.7265532,-63.5070648,"Av. San Martin, Buchardo, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,275,SAN JOSE,ESC EMILIO FELIPE OLMOS,AV SAN MARTIN S/N,SAN JOSE,Córdoba,Argentina,2119,"AV SAN MARTIN S/N, SAN JOSE, Córdoba, Argentina",-31.240965,-64.3086714,"Av. San Martín, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,272,LOS HORNILLOS,ESC JOSE DE SAN MARTIN,GRAL SAN MARTIN S/N,LOS HORNILLOS,Córdoba,Argentina,1169,"GRAL SAN MARTIN S/N, LOS HORNILLOS, Córdoba, Argentina",-31.9032778,-64.9864786,"Av. San Martín, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11J,SANTA ANA,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Córdoba,Córdoba,Argentina,5440,"SANTA ANA 2011, Córdoba, Córdoba, Argentina",-31.4163111,-64.2120858,"Av. Sta Ana 2011, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,INST. SUP. JOSE MANUEL ESTRADA,SANTA FE 665,CORRAL DE BUSTOS,Córdoba,Argentina,2997,"SANTA FE 665, CORRAL DE BUSTOS, Córdoba, Argentina",-33.2834411,-62.1877884,"Av. Sta. Fe, Corral de Bustos, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,112,LA CARLOTA,ESC.NAC.DE COMERCIO,V.SARSFIELD 651,LA CARLOTA,Córdoba,Argentina,4114,"V.SARSFIELD 651, LA CARLOTA, Córdoba, Argentina",-33.4180306,-63.2970463,"Av. Vélez Sarsfield, La Carlota, Córdoba, Argentina",Partial Match,Google
