Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
16,RIO SEGUNDO,241,POZO DEL MOLLE,ESC FRANCISCO MALBRAN,POZO DEL MOLLE,POZO DEL MOLLE,Córdoba,Argentina,1968,"POZO DEL MOLLE, POZO DEL MOLLE, Córdoba, Argentina"
20,SAN JUSTO,288,EL ARAÑADO,ESC PROV CHACABUCO,25 DE MAYO 381,EL ARAÑADO,Córdoba,Argentina,1965,"25 DE MAYO 381, EL ARAÑADO, Córdoba, Argentina"
23,TERCERO ARRIBA,341,JAMES CRAIK,INST SEC JOSE M ESTRADA,JAMES CRAIK,JAMES CRAIK,Córdoba,Argentina,1965,"JAMES CRAIK, JAMES CRAIK, Córdoba, Argentina"
13,RIO CUARTO,191,SAN BASILIO,ESC JOSE DE SAN MARTIN,BELGRANO 121,SAN BASILIO,Córdoba,Argentina,1958,"BELGRANO 121, SAN BASILIO, Córdoba, Argentina"
26,UNION,393,NOETINGER,ESC PROV R E DE SAN MARTIN,NOETINGER,NOETINGER,Córdoba,Argentina,1956,"NOETINGER, NOETINGER, Córdoba, Argentina"
26,UNION,389,LABORDE,INST SUP DE PROFESORADO,SAN MARTIN 451,LABORDE,Córdoba,Argentina,1955,"SAN MARTIN 451, LABORDE, Córdoba, Argentina"
1,CAPITAL,5A,COLONIA LOLA,ESC MUNICIPAL A GASTALDI,S JERONIMO 5500/ALMAGRO COL LOLA,Córdoba,Córdoba,Argentina,1944,"S JERONIMO 5500/ALMAGRO COL LOLA, Córdoba, Córdoba, Argentina"
1,CAPITAL,4D,VILLA EUCARISTICA,COL VILLA EUCARISTICA,CNO A SAN CARLOS KM.5 1/2,Córdoba,Córdoba,Argentina,1942,"CNO A SAN CARLOS KM.5 1/2, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,293,LA FRANCIA,ESC PROV DAMAS PATRICIAS,LA FRANCIA,LA FRANCIA,Córdoba,Argentina,1925,"LA FRANCIA, LA FRANCIA, Córdoba, Argentina"
9,MARCOS JUAREZ,123,CAMILO ALDAO,ESC JUAN BAUTISTA ALBERDI,SAN MARTIN,CAMILO ALDAO,Córdoba,Argentina,1914,"SAN MARTIN, CAMILO ALDAO, Córdoba, Argentina"
1,CAPITAL,5B,DEAN FUNES,ESC 9 DE JULIO,JOSE A CABRERA 4717,Córdoba,Córdoba,Argentina,1892,"JOSE A CABRERA 4717, Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,107,CARNERILLO,ESC.TTE. 1°M.C.ASUA,CARNERILLO,CARNERILLO,Córdoba,Argentina,1884,"CARNERILLO, CARNERILLO, Córdoba, Argentina"
3,COLON,27,ASCOCHINGA,ESCUELA DR. PABLO RUEDA,LA GRANJA,ASCOCHINGA,Córdoba,Argentina,1880,"LA GRANJA, ASCOCHINGA, Córdoba, Argentina"
3,COLON,32,GENERAL PAZ,ESC PROV GRAL JOSE MARIA PAZ,BUENOS AIRES Y CORDOBA,GENERAL PAZ,Córdoba,Argentina,1863,"BUENOS AIRES Y CORDOBA, GENERAL PAZ, Córdoba, Argentina"
20,SAN JUSTO,278,ALTOS DE CHIPION,ESC.PROV.RECONQUISTA,SARMIENTO 543,ALTOS DE CHIPION,Córdoba,Argentina,1853,"SARMIENTO 543, ALTOS DE CHIPION, Córdoba, Argentina"
25,TULUMBA,371,TULUMBA,ESC.PROV.OB.O.CORREA,CALLE REAL,TULUMBA,Córdoba,Argentina,1844,"CALLE REAL, TULUMBA, Córdoba, Argentina"
5,GENERAL ROCA,59,BUCHARDO,ESC PROV JOSE MARIA PAZ,AV MANNY S/N,BUCHARDO,Córdoba,Argentina,1803,"AV MANNY S/N, BUCHARDO, Córdoba, Argentina"
24,TOTORAL,357,SINSACATE,ESC.PROV.CNEL. PRINGLES,PUBLICA- CAMINO A SAN LORENZO,SINSACATE,Córdoba,Argentina,1774,"PUBLICA- CAMINO A SAN LORENZO, SINSACATE, Córdoba, Argentina"
20,SAN JUSTO,283,CONCEPCION,ESC.PROV.M.MORENO,TUCUMAN 483,CONCEPCION,Córdoba,Argentina,1767,"TUCUMAN 483, CONCEPCION, Córdoba, Argentina"
13,RIO CUARTO,164,BAIGORRIA,ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50,BAIGORRIA,Córdoba,Argentina,1757,"VELEZ SARSFIELD 50, BAIGORRIA, Córdoba, Argentina"
20,SAN JUSTO,301,MARULL,ESC.REP DEL PARAGUAY,BELGRANO 234,MARULL,Córdoba,Argentina,1757,"BELGRANO 234, MARULL, Córdoba, Argentina"
12,PUNILLA,147B,VILLA PARQUE SIQUIMAN,ESC DR JERONIMO J DEL BARCO,VILLA PARQUE SIQUIMAN,VILLA PARQUE SIQUIMAN,Córdoba,Argentina,1746,"VILLA PARQUE SIQUIMAN, VILLA PARQUE SIQUIMAN, Córdoba, Argentina"
21,SANTA MARIA,326C,SAN NICOLAS,ESC MARTIN M DE GUEMES,A CASTELLANO,SAN NICOLAS,Córdoba,Argentina,1744,"A CASTELLANO, SAN NICOLAS, Córdoba, Argentina"
1,CAPITAL,5H,VILLA BOEDO,ESC. MADRE MARIA DEL TRANSITO,MANZANA 7.,Córdoba,Córdoba,Argentina,1742,"MANZANA 7., Córdoba, Córdoba, Argentina"
1,CAPITAL,10C,COMERCIAL,ESC MUNIC AZOR GRIMAUT,SOBREMONTE Y RIO III,Córdoba,Córdoba,Argentina,1720,"SOBREMONTE Y RIO III, Córdoba, Córdoba, Argentina"
1,CAPITAL,11C,LAS PALMAS,IPEM MARCELA B. MOYANO COUDERT,DUARTE QUIROS 3.915,Córdoba,Córdoba,Argentina,1720,"DUARTE QUIROS 3.915, Córdoba, Córdoba, Argentina"
1,CAPITAL,12F,JOSE HERNANDEZ,ESCUELA ADVENTISTA HECTOR RHYS,TANINGA 3.152,Córdoba,Córdoba,Argentina,1720,"TANINGA 3.152, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,304,MORTEROS,ESC BERNARDINO RIVADAVIA,SARMIENTO 208,MORTEROS,Córdoba,Argentina,1720,"SARMIENTO 208, MORTEROS, Córdoba, Argentina"
1,CAPITAL,7F,JORGE NEWBERY,IPEM 121 PAEZ MOLINA,ORIGONE ESQ CAROLA LORENZINI,Córdoba,Córdoba,Argentina,1715,"ORIGONE ESQ CAROLA LORENZINI, Córdoba, Córdoba, Argentina"
1,CAPITAL,13A,AYACUCHO,ESC MUNIC DR P CARANDE CARRO,MARTINEZ PAZ 80,Córdoba,Córdoba,Argentina,1715,"MARTINEZ PAZ 80, Córdoba, Córdoba, Argentina"
2,CALAMUCHITA,26,SANTA ROSA,PRIM-EL MUNDO DE LOS CHICOS,GUEMES 162,SANTA ROSA,Córdoba,Argentina,1712,"GUEMES 162, SANTA ROSA, Córdoba, Argentina"
1,CAPITAL,11E,LOS PLATANOS,ESC.MUNIC.DR.CARLOS BECERRA,GAONA 1285,Córdoba,Córdoba,Argentina,1710,"GAONA 1285, Córdoba, Córdoba, Argentina"
1,CAPITAL,13,LEANDRO N. ALEM,ESC ASOCIACION DE MAYO,COLOMPREA 1500,Córdoba,Córdoba,Argentina,1710,"COLOMPREA 1500, Córdoba, Córdoba, Argentina"
1,CAPITAL,5,ALTAMIRA,ESC ESTANISLAO DEL CAMPO,ESTADOS UNIDOS Y RIO 1°,Córdoba,Córdoba,Argentina,1706,"ESTADOS UNIDOS Y RIO 1°, Córdoba, Córdoba, Argentina"
1,CAPITAL,7G,PANAMERICANO,"IPEM 199 ""JUAN EMILIO REMONDA""",SOSA REVELLO Y 15 DE SEPTIEMBRE 590,Córdoba,Córdoba,Argentina,1705,"SOSA REVELLO Y 15 DE SEPTIEMBRE 590, Córdoba, Córdoba, Argentina"
1,CAPITAL,10A,CABILDO,IPEM 311,USUAHIA 2.150,Córdoba,Córdoba,Argentina,1705,"USUAHIA 2.150, Córdoba, Córdoba, Argentina"
1,CAPITAL,12E,FERREYRA,ESC REPUBLICA DE COSTA RICA,RUTA 9 KM 8 1/2,Córdoba,Córdoba,Argentina,1705,"RUTA 9 KM 8 1/2, Córdoba, Córdoba, Argentina"
2,CALAMUCHITA,25,SAN AGUSTIN,ESC. PROV.GRAL. SAN MARTIN,SAN AGUSTIN,SAN AGUSTIN,Córdoba,Argentina,1705,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina"
16,RIO SEGUNDO,232,CARRILOBO,ESC PROV PTE JULIO ROCA,MARIANO MORENO 815,CARRILOBO,Córdoba,Argentina,1705,"MARIANO MORENO 815, CARRILOBO, Córdoba, Argentina"
16,RIO SEGUNDO,235,LAGUNA LARGA,INST GRAL JOSE MARIA PAZ,BV RIO CUARTO 599 CENTRO,LAGUNA LARGA,Córdoba,Argentina,1705,"BV RIO CUARTO 599 CENTRO, LAGUNA LARGA, Córdoba, Argentina"
23,TERCERO ARRIBA,340,HERNANDO,COLEGIO DIVINO CORAZON,25 DE MAYO 100,HERNANDO,Córdoba,Argentina,1705,"25 DE MAYO 100, HERNANDO, Córdoba, Argentina"
26,UNION,396,POSSE,ESC PROV JUANA MANSO,DEAN FUNES 346,POSSE,Córdoba,Argentina,1705,"DEAN FUNES 346, POSSE, Córdoba, Argentina"
26,UNION,396,POSSE,INSTITUTO SAN JOSE,9 DE JULIO Y COLON,POSSE,Córdoba,Argentina,1705,"9 DE JULIO Y COLON, POSSE, Córdoba, Argentina"
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,COLEGIO ARGENTINO GERMANO,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,1704,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina"
1,CAPITAL,14E,CERRO NORTE,ESC MODESTA RODRIGUEZ,HNOS GRIMM 7168,Córdoba,Córdoba,Argentina,1703,"HNOS GRIMM 7168, Córdoba, Córdoba, Argentina"
1,CAPITAL,5C,EMPALME,INST SEC EMPALME GONZALEZ LACA,LAS ARRIAS 4043,Córdoba,Córdoba,Argentina,1700,"LAS ARRIAS 4043, Córdoba, Córdoba, Argentina"
1,CAPITAL,14E,CERRO NORTE,ESC GERONIMO GRAGERA,MOLLEYACO/PAYEN,Córdoba,Córdoba,Argentina,1700,"MOLLEYACO/PAYEN, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,56,SOTO,E.N.E.T. N°1,JUAN BAUTISTA ALBERDI 2.200,SOTO,Córdoba,Argentina,1700,"JUAN BAUTISTA ALBERDI 2.200, SOTO, Córdoba, Argentina"
1,CAPITAL,5C,EMPALME,ELENA LOPEZ LALLANA,AGUSTÍN GARZON 5.636,Córdoba,Córdoba,Argentina,1695,"AGUSTÍN GARZON 5.636, Córdoba, Córdoba, Argentina"
1,CAPITAL,13H,PATRICIOS,ESC MUNIC DR D LATELLA FRIAS,H DE AYOHUMA S/N,Córdoba,Córdoba,Argentina,1695,"H DE AYOHUMA S/N, Córdoba, Córdoba, Argentina"
7,ISCHILIN,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA,SANTA ROSA ESQ. AMADEO SABATTINI,DEAN FUNES,Córdoba,Argentina,1695,"SANTA ROSA ESQ. AMADEO SABATTINI, DEAN FUNES, Córdoba, Argentina"
1,CAPITAL,10E,ESTACION FLORES,ESC MUNIC CESAR E ROMERO,PUBLICA S/N,Córdoba,Córdoba,Argentina,1680,"PUBLICA S/N, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,172,HOLMBERG,ESC.S.R.DE ZAVALIA,HOLMBERG,HOLMBERG,Córdoba,Argentina,1680,"HOLMBERG, HOLMBERG, Córdoba, Argentina"
14,RIO PRIMERO,214,PIQUILLIN,ESC.PROV.D.F.SARMIENTO,AVDA.SARMIENTO E 74,PIQUILLIN,Córdoba,Argentina,1676,"AVDA.SARMIENTO E 74, PIQUILLIN, Córdoba, Argentina"
20,SAN JUSTO,277,ALICIA,ESC FRAY CAYETANO RODRIGUEZ,ALICIA,ALICIA,Córdoba,Argentina,1675,"ALICIA, ALICIA, Córdoba, Argentina"
23,TERCERO ARRIBA,338,CORRALITO,ESC PROV GRAL J DE SAN MARTIN,PABLO A PIZZURNO 149,CORRALITO,Córdoba,Argentina,1673,"PABLO A PIZZURNO 149, CORRALITO, Córdoba, Argentina"
24,TOTORAL,352,LAS PEÑAS,ESC.PROV.J.F.KENNEDY,LIDORO CENTURION 324,LAS PEÑAS,Córdoba,Argentina,1673,"LIDORO CENTURION 324, LAS PEÑAS, Córdoba, Argentina"
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,1665,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina"
12,PUNILLA,152A,VILLA GIARDINO,ESC ESTEBAN ECHEVERRIA,CHILE S/N,VILLA GIARDINO,Córdoba,Argentina,1665,"CHILE S/N, VILLA GIARDINO, Córdoba, Argentina"
14,RIO PRIMERO,204,LA PARA,ESC MARIANO FRAGUEIRO,MARIANO FRAGUEIRO 385,LA PARA,Córdoba,Argentina,1665,"MARIANO FRAGUEIRO 385, LA PARA, Córdoba, Argentina"
9,MARCOS JUAREZ,126,CRUZ ALTA,ESC LIB GRAL SAN MARTIN,RIVADAVIA 1252,CRUZ ALTA,Córdoba,Argentina,1655,"RIVADAVIA 1252, CRUZ ALTA, Córdoba, Argentina"
1,CAPITAL,11M,VALLE ESCONDIDO,INSTITUTO VILLADA,,Córdoba,Córdoba,Argentina,1650,", Córdoba, Córdoba, Argentina"
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PASO DE LOS ANDES,GARAY VILLA PACIFICO 121,HUINCA RENANCO,Córdoba,Argentina,1650,"GARAY VILLA PACIFICO 121, HUINCA RENANCO, Córdoba, Argentina"
6,GRAL SAN MARTIN,77,ETRURIA,INSTITUTO SEC. GRAL PAZ,BV.SRMIENTO Y S.NICOLA 390,ETRURIA,Córdoba,Argentina,1646,"BV.SRMIENTO Y S.NICOLA 390, ETRURIA, Córdoba, Argentina"
1,CAPITAL,14H,MERCANTIL,ESC MUNIC MAESTRO M OLIVA,REVELTO ESQ TOMASINI,Córdoba,Córdoba,Argentina,1638,"REVELTO ESQ TOMASINI, Córdoba, Córdoba, Argentina"
12,PUNILLA,147,BIALET MASSE,INST SERVILIANO DIAZ,SAN MARTIN 675,BIALET MASSE,Córdoba,Argentina,1635,"SAN MARTIN 675, BIALET MASSE, Córdoba, Argentina"
12,PUNILLA,147,BIALET MASSE,INST NTA SRA DEL ROSARIO,BIALET MASSE,BIALET MASSE,Córdoba,Argentina,1635,"BIALET MASSE, BIALET MASSE, Córdoba, Argentina"
5,GENERAL ROCA,66,MATTALDI,ESC.PROV. SAN LUIS,TUCUMAN 225,MATTALDI,Córdoba,Argentina,1633,"TUCUMAN 225, MATTALDI, Córdoba, Argentina"
20,SAN JUSTO,308,SACANTA,ESCUELA ITUZAINGO,ITUZAINGO 251,SACANTA,Córdoba,Argentina,1632,"ITUZAINGO 251, SACANTA, Córdoba, Argentina"
26,UNION,389,LABORDE,ESCUELA MARIANO MORENO,LABORDE,LABORDE,Córdoba,Argentina,1630,"LABORDE, LABORDE, Córdoba, Argentina"
26,UNION,389,LABORDE,ESCUELA PROV DARDO ROCHA,LABORDE,LABORDE,Córdoba,Argentina,1625,"LABORDE, LABORDE, Córdoba, Argentina"
12,PUNILLA,156A,YCHO CRUZ,ESC MERCEDES S M DE BALCARCE,GENERAL SAN MARTIN S/N,YCHO CRUZ,Córdoba,Argentina,1620,"GENERAL SAN MARTIN S/N, YCHO CRUZ, Córdoba, Argentina"
9,MARCOS JUAREZ,136,ROCA,ESC ROQUE SAENZ PEÑA,ROCA,ROCA,Córdoba,Argentina,1618,"ROCA, ROCA, Córdoba, Argentina"
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROV.M.BELGRANO,QUILINO ESTACION,QUILINO ESTACION,Córdoba,Argentina,1615,"QUILINO ESTACION, QUILINO ESTACION, Córdoba, Argentina"
6,GRAL SAN MARTIN,74,ARROYO CABRAL,INST. SEC. COM. SAN JOSE,ARROYO CABRAL,ARROYO CABRAL,Córdoba,Argentina,1606,"ARROYO CABRAL, ARROYO CABRAL, Córdoba, Argentina"
20,SAN JUSTO,293,LA FRANCIA,INST COM SEC LA FRANCIA,LA FRANCIA,LA FRANCIA,Córdoba,Argentina,1605,"LA FRANCIA, LA FRANCIA, Córdoba, Argentina"
13,RIO CUARTO,170,ELENA,INST SEC LA ASUNCION DE MARIA,PASAJE CURA BROCHERO 189,ELENA,Córdoba,Argentina,1593,"PASAJE CURA BROCHERO 189, ELENA, Córdoba, Argentina"
9,MARCOS JUAREZ,128,INRIVILLE,INST JOSE MARIA PAZ,INRIVILLE,INRIVILLE,Córdoba,Argentina,1585,"INRIVILLE, INRIVILLE, Córdoba, Argentina"
9,MARCOS JUAREZ,128,INRIVILLE,ESC MARIANO MORENO,INRIVILLE,INRIVILLE,Córdoba,Argentina,1585,"INRIVILLE, INRIVILLE, Córdoba, Argentina"
26,UNION,384,PUEBLO ITALIANO,ESC.PROV.V.LOPEZ Y PLANES,BUENOS AIRES 414,PUEBLO ITALIANO,Córdoba,Argentina,1585,"BUENOS AIRES 414, PUEBLO ITALIANO, Córdoba, Argentina"
19,SAN JAVIER,269,LA PAZ,ESC PROV JOSE M PAZ,VELEZ SARSFIELD Y BRAULIO FUNES,LA PAZ,Córdoba,Argentina,1584,"VELEZ SARSFIELD Y BRAULIO FUNES, LA PAZ, Córdoba, Argentina"
2,CALAMUCHITA,19,LOS CONDORES,ESC. PROV. FRENCH Y BERUTTI,LOS CONDORES,LOS CONDORES,Córdoba,Argentina,1575,"LOS CONDORES, LOS CONDORES, Córdoba, Argentina"
26,UNION,402,VIAMONTE,INSTITUTO JUAN B ALBERDI,AVELLANEDA 182,VIAMONTE,Córdoba,Argentina,1574,"AVELLANEDA 182, VIAMONTE, Córdoba, Argentina"
20,SAN JUSTO,295,LA TORDILLA,ESC MARGARITA LA TORRE MERCADO,8 DE SEPTIEMBRE 107,LA TORDILLA,Córdoba,Argentina,1566,"8 DE SEPTIEMBRE 107, LA TORDILLA, Córdoba, Argentina"
1,CAPITAL,10M,AMPLIACION CABILDO,ESC PRIMARIA GRACIELA DEL RIO,,Córdoba,Córdoba,Argentina,1555,", Córdoba, Córdoba, Argentina"
21,SANTA MARIA,319,BOUWER,ESC DR FLORENTINO F BUSTOS,LIBERTADOR SAN MARTIN,BOUWER,Córdoba,Argentina,1553,"LIBERTADOR SAN MARTIN, BOUWER, Córdoba, Argentina"
20,SAN JUSTO,309,SAN BARTOLOME,ESC PROV PRIMERA JUNTA,9 DE JULIO 576,SAN BARTOLOME,Córdoba,Argentina,1549,"9 DE JULIO 576, SAN BARTOLOME, Córdoba, Argentina"
26,UNION,395,PASCANAS,INST GALA ORTIZ FERNANDEZ,ESPAÑA 16,PASCANAS,Córdoba,Argentina,1547,"ESPAÑA 16, PASCANAS, Córdoba, Argentina"
16,RIO SEGUNDO,236,LAS JUNTURAS,I.P.E.A.(IPEM231 TORAZO),LAS JUNTURAS,LAS JUNTURAS,Córdoba,Argentina,1545,"LAS JUNTURAS, LAS JUNTURAS, Córdoba, Argentina"
19,SAN JAVIER,271,LAS TAPIAS,ESC LEOPOLDO LUG0NES,LAS TAPIAS,LAS TAPIAS,Córdoba,Argentina,1523,"LAS TAPIAS, LAS TAPIAS, Córdoba, Argentina"
6,GRAL SAN MARTIN,73,ARROYO ALGODON,ESC.PROV. A.ARGENTINA,CORDOBA 301,ARROYO ALGODON,Córdoba,Argentina,1492,"CORDOBA 301, ARROYO ALGODON, Córdoba, Argentina"
26,UNION,387,IDIAZABAL,ESC P ALBARRACIN DE SARMIENTO,9 DE JULIO 551,IDIAZABAL,Córdoba,Argentina,1470,"9 DE JULIO 551, IDIAZABAL, Córdoba, Argentina"
26,UNION,397,SAN ANTONIO,ESC.PROV.P.PIZZURNO,MAESTRO FERNANDEZ 538,SAN ANTONIO,Córdoba,Argentina,1446,"MAESTRO FERNANDEZ 538, SAN ANTONIO, Córdoba, Argentina"
2,CALAMUCHITA,23,VILLA YACANTO,ESC.PROV. FRENCH Y BERUTTI,CORDOBA,VILLA YACANTO,Córdoba,Argentina,1443,"CORDOBA, VILLA YACANTO, Córdoba, Argentina"
8,JUAREZ CELMAN,116,REDUCCION,ESC.CAP. F.D.ZARCO,MANUEL DE LA LASTRA 623,REDUCCION,Córdoba,Argentina,1425,"MANUEL DE LA LASTRA 623, REDUCCION, Córdoba, Argentina"
21,SANTA MARIA,325,LOZADA,ESC.PROV.B.RIVADAVIA,SARMIENTO 441,LOZADA,Córdoba,Argentina,1414,"SARMIENTO 441, LOZADA, Córdoba, Argentina"
23,TERCERO ARRIBA,339,DALMACIO VELEZ,ESC PROV FRAY LUIS BELTRAN,JUANA AZURDUY 283,DALMACIO VELEZ,Córdoba,Argentina,1407,"JUANA AZURDUY 283, DALMACIO VELEZ, Córdoba, Argentina"
18,SAN ALBERTO,266,SAN VICENTE,ESC MAESTRO H GALABURRI,PUBLICA S/N,SAN VICENTE,Córdoba,Argentina,1404,"PUBLICA S/N, SAN VICENTE, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,249,LA CESIRA,ESC VICTORIANO RODRIGUEZ,ALVEAR 220,LA CESIRA,Córdoba,Argentina,1399,"ALVEAR 220, LA CESIRA, Córdoba, Argentina"
26,UNION,400,SAN MARCOS SUD,INST JOSE DE SAN MARTIN,SAN MARCOS SUD,SAN MARCOS SUD,Córdoba,Argentina,1380,"SAN MARCOS SUD, SAN MARCOS SUD, Córdoba, Argentina"
13,RIO CUARTO,179,LAS HIGUERAS,JARD INF JORGE A NEWBERY,ESPAÑA 86,LAS HIGUERAS,Córdoba,Argentina,1379,"ESPAÑA 86, LAS HIGUERAS, Córdoba, Argentina"
16,RIO SEGUNDO,234,COSTA SACATE,ESC LIB GRAL SAN MARTIN,PUBLICA S/N,COSTA SACATE,Córdoba,Argentina,1377,"PUBLICA S/N, COSTA SACATE, Córdoba, Argentina"
26,UNION,400,SAN MARCOS SUD,ESC PROV M BUCHARDO,SAN MARCOS SUD,SAN MARCOS SUD,Córdoba,Argentina,1377,"SAN MARCOS SUD, SAN MARCOS SUD, Córdoba, Argentina"
16,RIO SEGUNDO,233,COLAZO,ESC PROV SEMANA DE MAYO,ADALGISA 427,COLAZO,Córdoba,Argentina,1373,"ADALGISA 427, COLAZO, Córdoba, Argentina"
1,CAPITAL,12B,COLON,ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932,Córdoba,Córdoba,Argentina,1368,"ORTIZ Y HERRERA 1932, Córdoba, Córdoba, Argentina"
26,UNION,385,ESCALANTE,ESC.M.C.G.DE MATOCCIA,ITALIA 1.320,ESCALANTE,Córdoba,Argentina,1367,"ITALIA 1.320, ESCALANTE, Córdoba, Argentina"
21,SANTA MARIA,316G,VILLA EL PRADO,ESC.PROV.J.HERNANDEZ,CALLE 10 ESQ AV N 5,VILLA EL PRADO,Córdoba,Argentina,1365,"CALLE 10 ESQ AV N 5, VILLA EL PRADO, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,J DE INF DR ARTURO U ILLIA,ARICA Y TOTORAL,Córdoba,Córdoba,Argentina,1364,"ARICA Y TOTORAL, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,56,SOTO,INSTITUTO SANTO DOMINGO,SOTO,SOTO,Córdoba,Argentina,1364,"SOTO, SOTO, Córdoba, Argentina"
2,CALAMUCHITA,25,SAN AGUSTIN,COLEGIO SAN JOSE,SAN AGUSTIN,SAN AGUSTIN,Córdoba,Argentina,1361,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PATRICIAS MENDOCINAS,IBARRA ESQ FORESITERI,Córdoba,Córdoba,Argentina,1360,"IBARRA ESQ FORESITERI, Córdoba, Córdoba, Argentina"
1,CAPITAL,11A,ALTO ALBERDI,ESC MOYANO COUDERT,DUARTE QUIROS 3950 ALTO ALBERDI,Córdoba,Córdoba,Argentina,1360,"DUARTE QUIROS 3950 ALTO ALBERDI, Córdoba, Córdoba, Argentina"
1,CAPITAL,12G,ITUZAINGO,ESC DR IGNACIO DUARTE QUIROS,FARADAY 5.168,Córdoba,Córdoba,Argentina,1360,"FARADAY 5.168, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,56,SOTO,ESC NICOLAS AVELLANEDA,DEAN FUNES ESQ CORRIENTES,SOTO,Córdoba,Argentina,1360,"DEAN FUNES ESQ CORRIENTES, SOTO, Córdoba, Argentina"
6,GRAL SAN MARTIN,78,LA LAGUNA,ESC ESTEBAN ECHEVERRIA,GENERAL PAZ 556,LA LAGUNA,Córdoba,Argentina,1355,"GENERAL PAZ 556, LA LAGUNA, Córdoba, Argentina"
26,UNION,381,CINTRA,ESC DE COM JOSE M.ESTRADA,BELGRANO 548,CINTRA,Córdoba,Argentina,1350,"BELGRANO 548, CINTRA, Córdoba, Argentina"
12,PUNILLA,157,SANTA MARIA,ESC BENJAMIN MATIENZO,DR.MIGUEL A. VOCOS S/N TILLARD,SANTA MARIA,Córdoba,Argentina,1349,"DR.MIGUEL A. VOCOS S/N TILLARD, SANTA MARIA, Córdoba, Argentina"
21,SANTA MARIA,326B,BARRIO PRIMERO DE MAYO,ESC PROV FRAY J S MARIA DE ORO,CRUCERO GENERAL BELGRANO S/N,BARRIO PRIMERO DE MAYO,Córdoba,Argentina,1348,"CRUCERO GENERAL BELGRANO S/N, BARRIO PRIMERO DE MAYO, Córdoba, Argentina"
1,CAPITAL,14P,VILLA RIVERA INDARTE,IPEM N° 17,LAGUNA LARGA ESQ.RINCON DE LUNA,Córdoba,Córdoba,Argentina,1344,"LAGUNA LARGA ESQ.RINCON DE LUNA, Córdoba, Córdoba, Argentina"
19,SAN JAVIER,270,LAS ROSAS,INST. VILLA DE LAS ROSAS,AV BELGRANO 350,LAS ROSAS,Córdoba,Argentina,1340,"AV BELGRANO 350, LAS ROSAS, Córdoba, Argentina"
20,SAN JUSTO,277,ALICIA,ESC JOSE MANUEL ESTRADA,ALICIA,ALICIA,Córdoba,Argentina,1340,"ALICIA, ALICIA, Córdoba, Argentina"
1,CAPITAL,13I,SAN JORGE,ESC MUNIC. MONSEÑOR ANGELELLI,FEDERICO RAUCH 2.790,Córdoba,Córdoba,Argentina,1336,"FEDERICO RAUCH 2.790, Córdoba, Córdoba, Argentina"
26,UNION,373,BALLESTEROS,ESC GRAL BELGRANO-IPEM N°139,ANSELMO G VAZQUEZ-CENTRO 522,BALLESTEROS,Córdoba,Argentina,1335,"ANSELMO G VAZQUEZ-CENTRO 522, BALLESTEROS, Córdoba, Argentina"
12,PUNILLA,152A,VILLA GIARDINO,COL JUANA MICONO DE GIARDIN,AV SAN MARTIN 762,VILLA GIARDINO,Córdoba,Argentina,1332,"AV SAN MARTIN 762, VILLA GIARDINO, Córdoba, Argentina"
2,CALAMUCHITA,20,LOS REARTES,ESC PROV PEDRO B PALACIOS,MANUEL BELGRANO S/N,LOS REARTES,Córdoba,Argentina,1328,"MANUEL BELGRANO S/N, LOS REARTES, Córdoba, Argentina"
14,RIO PRIMERO,218,RIO PRIMERO,IPEM N° 164 ATALIVA HERRERA,AV CONTARDO FERRINI 365,RIO PRIMERO,Córdoba,Argentina,1328,"AV CONTARDO FERRINI 365, RIO PRIMERO, Córdoba, Argentina"
